"sample","Username","stimID","ID","group","groupEffectCoded","mediansplitCuriosityWithinSubject","trialMain","itemMain","responseAnswer","rtAnswer","rtCuriosity","responseCuriosity","curiosityGroupMeanCentered","curiosity_dich","rewardByCuriosity","blockMain","trialRecall","itemRecall","responseRecall","cuedRecallStrict","cuedRecallLenient","Flagging","Comments","trialRecognition","itemRecognition","responseRecognition","rtRecognition","responseConfidence","rtConfidence","confidenceGroupMeanCentered","recognition","responseConfidenceCorrectTrials","responseConfidenceIncorrectTrials","confidenceGroupMeanCenteredCorrectTrials","recognitionAboveMeanConf","recognitionConfLevel_1","recognitionConfLevel_above_1","recognitionConfLevel_1_2","recognitionConfLevel_1_2_3","recognitionConfLevel_2","recognitionConfLevel_above_2","recognitionConfLevel_3","recognitionConfLevel_above_3","recognitionConfLevel_3_4","recognitionConfLevel_4","recognitionConfLevel_above_4","recognitionConfLevel_4_5_6","recognitionConfLevel_5","recognitionConfLevel_above_5","recognitionConfLevel_5_6","recognitionConfLevel_6","rememberedStrictAboveAvg","rememberedLenientAboveAvg","rememberedStrictHigh","rememberedLenientHigh","curBen_cont_cuedRecallStrict","curBen_dich_cuedRecallStrict","curBen_cont_cuedRecallLenient","curBen_dich_cuedRecallLenient","curBen_cont_allConf","curBen_dich_allConf","curBen_cont_highConf","curBen_dich_highConf","curBen_cont_aboveAvgConf","curBen_dich_aboveAvgConf","curBen_cont_rememberedStrictAboveAvg","curBen_dich_rememberedStrictAboveAvg","curBen_cont_rememberedLenientAboveAvg","curBen_dich_rememberedLenientAboveAvg","curBen_cont_rememberedStrictHigh","curBen_dich_rememberedStrictHigh","curBen_cont_rememberedLenientHigh","curBen_dich_rememberedLenientHigh"
"pilot","5aeb21ce84ae6500015c9a0e","H7","exp2","exp",1,"above",20,1,"0",3.221,46.723,6,2.47222222222222,1,2.47222222222222,2,15,1,"no recall",0,0,NA,"",11,1,"The magician lets a coin appear everywhere around the salt shaker.",15140,6,2042,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,2.47222222222222,1,2.47222222222222,1,2.47222222222222,1,2.47222222222222,1,2.47222222222222,1,2.47222222222222,1,2.47222222222222,1
"pilot","5aeb21ce84ae6500015c9a0e","K10","exp2","exp",1,"median",37,13,"2",4.139,3.351,3,-0.527777777777778,-1,-0.527777777777778,3,33,13,"the magician put a safety pin through another closed safety pin",1,1,NA,"",30,13,"The safety pins magically interlock without breaking the seal.",24408,6,2823,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","K16_short","exp2","exp",1,"below",18,14,"1",3.291,128.234,1,-2.52777777777778,-1,-2.52777777777778,2,5,14,"no recall",0,0,NA,"",15,14,"The volunteer selects and signs a card that is placed in the middle of the deck; but then appears on the top of it.",100840,4,1866,-1.55555555555556,1,4,NA,-1.55555555555556,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,-2.52777777777778,-1,-2.52777777777778,-1,0,0,0,0,0,0,-2.52777777777778,-1,-2.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","K18","exp2","exp",1,"below",15,15,"1",2.572,2.873,2,-1.52777777777778,-1,-1.52777777777778,2,32,15,"the magician made a deck of cards fall from a flat piece of paper",1,1,NA,"",26,15,"A pack of cards appears from a single piece of paper.",14835,6,2347,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","K19_long","exp2","exp",1,"above",24,16,"1",5.448,2.901,5,1.47222222222222,1,1.47222222222222,2,24,16,"the magician made the foam balls disappear and reappear",1,1,NA,"",6,16,"The balls magically change their location and become a toy rabbit.",17718,6,2739,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1.47222222222222,1,1.47222222222222,1,1.47222222222222,1,1.47222222222222,1,1.47222222222222,1,1.47222222222222,1,1.47222222222222,1,1.47222222222222,1,1.47222222222222,1
"pilot","5aeb21ce84ae6500015c9a0e","K2","exp2","exp",1,"below",16,10,"1",25.162,2.959,1,-2.52777777777778,-1,-2.52777777777778,2,31,10,"the magician made candy fall from the book which seemed empty",1,1,NA,"",1,10,"Green and golden sweets fall out of the pages of the book.",18140,6,3924,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","K21_long","exp2","exp",1,"below",25,17,"3",2.607,8.617,2,-1.52777777777778,-1,-1.52777777777778,3,34,17,"the magician flipped a card between two other cards",1,1,NA,"",3,17,"The magician flips the middle card over with a slight gesture and then changes the colour of the back of the card from blue to red.",19691,5,2314,-0.555555555555555,1,5,NA,-0.555555555555555,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,0,0,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","K24","exp2","exp",1,"below",19,18,"2",4.343,2.62,1,-2.52777777777778,-1,-2.52777777777778,2,6,18,"the magician put a pen through the money",0,0,1,"Mistaken this for trick K23. Should we change cue? ",9,18,"A £10 note is transformed into a £20  note.",19954,3,1982,-2.55555555555556,1,3,NA,-2.55555555555556,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52777777777778,-1,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aeb21ce84ae6500015c9a0e","K3","exp2","exp",1,"median",34,11,"1",3.381,2.923,3,-0.527777777777778,-1,-0.527777777777778,3,17,11,"no recall",0,0,NA,"",14,11,"The magician makes ladybirds appear and then disappear again.",21962,5,2379,-0.555555555555555,1,5,NA,-0.555555555555555,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,-0.527777777777778,-1,-0.527777777777778,-1,0,0,0,0,0,0,-0.527777777777778,-1,-0.527777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","K4","exp2","exp",1,"above",8,12,"0",5.341,3.077,7,3.47222222222222,1,3.47222222222222,1,19,12,"the magician threw the rubix cube and fixed it by doing so",1,1,NA,"",20,12,"The magician solves the rubix cube by spinning it in the air.",11370,6,2896,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1
"pilot","5aeb21ce84ae6500015c9a0e","S11","exp2","exp",1,"above",32,20,"2",2.93,2.092,4,0.472222222222222,1,0.472222222222222,3,36,20,"the magician put the paper stick through the coin",1,1,NA,"",10,20,"The magician pushes a cigarette through a coin and then reveals that there is no hole.",12240,6,2422,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1
"pilot","5aeb21ce84ae6500015c9a0e","S12","exp2","exp",1,"median",12,21,"3",5.005,3.591,3,-0.527777777777778,-1,-0.527777777777778,1,7,21,"the magician clipped a hole into the card and moved it by removing and replacing the missing piece",1,1,NA,"",31,21,"The magician punches a hole in the card. He then moves the hole from one corner to another before finally revealing that it is actually a black spot on the card.",20280,6,2671,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1,-0.527777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","S15","exp2","exp",1,"below",7,22,"2",3.85,4.037,2,-1.52777777777778,-1,-1.52777777777778,1,8,22,"the magician put the ring on the handle of the glass",1,1,NA,"",21,22,"The magician places a ring on the stem of the glass without breaking it.",71757,5,2191,-0.555555555555555,1,5,NA,-0.555555555555555,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,0,0,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","S18","exp2","exp",1,"above",11,23,"1",3.213,3.491,4,0.472222222222222,1,0.472222222222222,1,2,23,"The magician pulled 3 boxes from a seemingly empty bag",1,1,NA,"",2,23,"The magician pulls three boxes containing flowers from a paper bag.",20079,6,5720,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1
"pilot","5aeb21ce84ae6500015c9a0e","S21","exp2","exp",1,"below",14,24,"3",3.185,2.208,1,-2.52777777777778,-1,-2.52777777777778,2,14,24,"the magician bent a spoon and broke it in two",1,1,NA,"",12,24,"The magician detaches the head of a spoon by moving the handle up and down.",47451,6,50456,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","S25","exp2","exp",1,"below",27,25,"2",3.389,2.004,1,-2.52777777777778,-1,-2.52777777777778,3,29,25,"the magician pulled a handkerchief from a bread roll",1,1,NA,"",27,25,"The magician makes a silk handkerchief appear inside a bread roll.",12159,6,3195,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","S27","exp2","exp",1,"below",10,26,"3",3.762,2.065,2,-1.52777777777778,-1,-1.52777777777778,1,4,26,"The magician poured water into one cup but it didn't pour out because of the double inside",1,1,NA,"",19,26,"The magician pours water into a cup from the bottle and then pours the water into another cup but when he tips it upside down; no water spills out.",25869,5,2856,-0.555555555555555,1,5,NA,-0.555555555555555,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,0,0,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","S30","exp2","exp",1,"above",3,27,"0",4.137,3.657,7,3.47222222222222,1,3.47222222222222,1,21,27,"the magician made it seem like the two ropes were connected but showed in the end that they werent",1,1,NA,"",25,27,"The magician pulls string through two sticks which appear to be connected. However he then reveals thw two sticks are not connected at all.",10153,6,2755,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1
"pilot","5aeb21ce84ae6500015c9a0e","S31","exp2","exp",1,"above",23,28,"1",3.962,2.16,4,0.472222222222222,1,0.472222222222222,2,20,28,"no recall",0,0,NA,"",13,28,"The magician places chopsticks into an envelope; but is still able to crush the envelope and its contents into a paper ball.",14124,6,3071,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1
"pilot","5aeb21ce84ae6500015c9a0e","S9","exp2","exp",1,"above",22,19,"0",4.579,4.133,6,2.47222222222222,1,2.47222222222222,2,11,19,"no recall",0,0,NA,"",32,19,"The magician covers the cards with a silk handkerchief. After the silk is removed; the cards are blank.",26073,5,2038,-0.555555555555555,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aeb21ce84ae6500015c9a0e","Trick20_short","exp2","exp",1,"below",28,32,"3",3.456,2.578,2,-1.52777777777778,-1,-1.52777777777778,3,22,32,"the magician made it seem like the ring was knotted in the rope but it wasnt",1,1,NA,"",17,32,"The magician shows the volunteer metal nut and rope. Although he secures the nut with the rope; it repeatdely escapes.",18672,6,9249,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","Trick28","exp2","exp",1,"below",21,33,"2",4.251,4.095,2,-1.52777777777778,-1,-1.52777777777778,2,35,33,"the magician put the seemingly closed rings through eachother",1,1,NA,"",7,33,"The magician links and unlinks several silver rings while the keep their shape.",32173,5,3147,-0.555555555555555,1,5,NA,-0.555555555555555,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,0,0,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1,-1.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","Trick32_long","exp2","exp",1,"below",35,34,"3",2.347,2.47,1,-2.52777777777778,-1,-2.52777777777778,3,12,34,"the magician made a coin disappear and reappear ",1,1,NA,"",33,34,"The magician makes a silver coin disappear and reappear several times before it is transformed into a large coin.",26844,6,3035,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","Trick37","exp2","exp",1,"above",6,35,"0",24.807,3.597,7,3.47222222222222,1,3.47222222222222,1,28,35,"the magician moved a rubber band from his first two fingers to his last two even over another rubber band",1,1,NA,"",34,35,"An elastic band visually travels from finger to finger.",10882,6,3004,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1,3.47222222222222,1
"pilot","5aeb21ce84ae6500015c9a0e","Trick38","exp2","exp",1,"above",9,36,"1",4.876,1.706,4,0.472222222222222,1,0.472222222222222,1,9,36,"no recall",0,0,NA,"",29,36,"The magician closes one fist around a silk handkerchief and makes it disappear. Then; he makes it appear in his other hand.",14650,6,2087,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1,0.472222222222222,1
"pilot","5aeb21ce84ae6500015c9a0e","Trick4","exp2","exp",1,"below",30,29,"3",4.18,4.591,1,-2.52777777777778,-1,-2.52777777777778,3,27,29,"the magician put a deflating balloon on a phone (this is the only video I of which I didn't understand how this could be perceived as a magic trick)",1,1,NA,"",35,29,"The magician puts the mobile phone inside the balloon with a simple gesture of his hands.",17008,6,6774,0.444444444444445,1,6,NA,0.444444444444445,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","Trick6_short","exp2","exp",1,"below",17,30,"3",5.331,3.437,1,-2.52777777777778,-1,-2.52777777777778,2,18,30,"no recall",0,0,NA,"",24,30,"The magician puts a ball under the cup; which then turns into a larger ball and then becomes an egg.",31341,4,2506,-1.55555555555556,1,4,NA,-1.55555555555556,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,-2.52777777777778,-1,-2.52777777777778,-1,0,0,0,0,0,0,-2.52777777777778,-1,-2.52777777777778,-1
"pilot","5aeb21ce84ae6500015c9a0e","Trick7_short","exp2","exp",1,"below",31,31,"3",2.761,3.532,1,-2.52777777777778,-1,-2.52777777777778,3,25,31,"the magician made two balls appear in one of her hand even though he made it seem like he put one away",1,1,NA,"",22,31,"The magician gets the volunteer to hold a foam ball; which he then transforms into  two balls.",20189,5,3116,-0.555555555555555,1,5,NA,-0.555555555555555,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,0,0,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1,-2.52777777777778,-1
"pilot","5aec570702d69a0001f2019c","H10","cont13","cont",-1,"below",24,2,"0",3.622,5.294,1,-1.5,-1,1.5,2,34,2,"he joins the 4 parts back together into a single playing cad",1,1,NA,"",24,2,"Magician magically repairs split card.",10744,6,2596,1.38888888888889,1,6,NA,1.38888888888889,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1
"pilot","5aec570702d69a0001f2019c","H15","cont13","cont",-1,"above",14,3,"0",4.461,1.765,5,2.5,1,-2.5,2,23,3,"no recall",0,0,NA,"",20,3,"The magician pierces the deck of cards with a toothpick; but afterwards there is no hole.",37073,4,1855,-0.611111111111111,0,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","H16","cont13","cont",-1,"below",38,4,"0",3.229,2.2,1,-1.5,-1,1.5,3,29,4,"the can was never fully empty through a small hole you empty some portion in order to smash it like seen here with a black sticker on the opening to seem empty as you shake it the oxygen interacts with the soda making it expand the can back to its former shape",1,1,NA,"",27,4,"The magician pours coke into a glass from an empty can.",8614,6,2106,1.38888888888889,1,6,NA,1.38888888888889,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1
"pilot","5aec570702d69a0001f2019c","H17","cont13","cont",-1,"below",29,5,"1",4.147,4.146,2,-0.5,-1,0.5,3,18,5,"there either are 2 blades in this magic trick or one blade with a hole in the middle for the illusion of going through the finger",1,1,NA,"",8,5,"The magician uses a guillotine to slice breadsticks; but not the volunteer's finger.",20267,6,11598,1.38888888888889,1,6,NA,1.38888888888889,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1
"pilot","5aec570702d69a0001f2019c","H19","cont13","cont",-1,"above",30,6,"0",7.663,1.831,3,0.5,1,-0.5,3,16,6,"no recall",0,0,NA,"",9,6,"The magician lights matches without touching them.",69928,3,2480,-1.61111111111111,0,NA,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","H35","cont13","cont",-1,"above",18,7,"0",16.306,1.951,3,0.5,1,-0.5,2,13,7,"no recall",0,0,NA,"",36,7,"The volunteer signs a card which the magician subsequently pulls from a Ziploc bag.",22598,6,2216,1.38888888888889,1,6,NA,1.38888888888889,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1
"pilot","5aec570702d69a0001f2019c","H36","cont13","cont",-1,"above",23,8,"1",4.57,2.745,3,0.5,1,-0.5,2,31,8,"no recall",0,0,NA,"",16,8,"The magician shrinks the bolt; so that the nut does not stay on it any longer.",25395,2,2114,-2.61111111111111,0,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","H37","cont13","cont",-1,"above",20,9,"0",5.318,2.421,3,0.5,1,-0.5,2,24,9,"no recall",0,0,NA,"",6,9,"The magician unscrews his own finger and then shakes it back into place.",47526,1,3171,-3.61111111111111,1,1,NA,-3.61111111111111,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","H7","cont13","cont",-1,"above",16,1,"0",5.091,2.295,3,0.5,1,-0.5,2,35,1,"no recall",0,0,NA,"",25,1,"The magician wraps the salt shaker in the cloth and makes it disappear.",12947,4,2189,-0.611111111111111,0,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","K10","cont13","cont",-1,"below",5,13,"0",8.255,4.312,2,-0.5,-1,0.5,1,28,13,"joins those two together",1,1,NA,"",33,13,"The safety pins magically interlock without breaking the seal.",10291,6,2566,1.38888888888889,1,6,NA,1.38888888888889,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1,-0.5,-1
"pilot","5aec570702d69a0001f2019c","K16_short","cont13","cont",-1,"above",32,14,"0",5.165,2.432,3,0.5,1,-0.5,3,11,14,"no recall",0,0,NA,"",30,14,"The volunteer selects and signs a card that is placed in the middle of the deck; but then appears on the top of it.",34509,2,2811,-2.61111111111111,1,2,NA,-2.61111111111111,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","K18","cont13","cont",-1,"above",22,15,"0",4.427,2.297,4,1.5,1,-1.5,2,5,15,"no recall",0,0,NA,"",28,15,"The magician folds the sheet of paper smaller and smaller until it transforms into a pack of cards.",33737,1,1704,-3.61111111111111,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","K19_long","cont13","cont",-1,"below",27,16,"1",5.602,5.589,1,-1.5,-1,1.5,3,4,16,"no recall",0,0,NA,"",3,16,"The red balls are placed under the mug and merge to become a form a larger ball.",44646,4,2308,-0.611111111111111,0,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","K2","cont13","cont",-1,"below",9,10,"3",3.932,2.981,1,-1.5,-1,1.5,1,20,10,"no recall",0,0,NA,"",35,10,"Green and golden sweets fall out of the pages of the book.",18592,6,2693,1.38888888888889,1,6,NA,1.38888888888889,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1
"pilot","5aec570702d69a0001f2019c","K21_long","cont13","cont",-1,"above",6,17,"0",3.816,3.118,4,1.5,1,-1.5,1,21,17,"no recall",0,0,NA,"",4,17,"The magician places a card between two other cards and makes it disappear.",21085,2,2400,-2.61111111111111,0,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","K24","cont13","cont",-1,"above",35,18,"0",5.474,2.887,4,1.5,1,-1.5,3,14,18,"hole in the middle of that bill",0,0,1,"Mistaken this for trick K23. Should we change cue? ",23,18,"The magician folds the £10 note in a piece of paper and tears it. He reveals that the note is still intact afterwards.",13833,5,2355,0.388888888888889,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pilot","5aec570702d69a0001f2019c","K3","cont13","cont",-1,"below",28,11,"3",6.748,2.831,1,-1.5,-1,1.5,3,33,11,"""he never rotates it correctly making the illusion of """"magic""""""",1,1,1,"",5,11,"The magician makes ladybirds appear and then disappear again.",41948,6,2076,1.38888888888889,1,6,NA,1.38888888888889,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1,-1.5,-1
"pilot","5aec570702d69a0001f2019c","K4","cont13","cont",-1,"above",19,12,"1",7.602,2.476,3,0.5,1,-0.5,2,22,12,"magic trick cube it comes to its original form once springs are activated",1,1,NA,"",29,12,"The magician solves the rubix cube by spinning it in the air.",8754,6,2806,1.38888888888889,1,6,NA,1.38888888888889,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1
